,bleu,mean_loss,pp,val_loss
0,7.213491328900861,6.175607879347095,51.99076703963955,6.483524799346924
1,6.49029189470297,5.813306413826368,49.30500857116263,6.36447811126709
2,5.7412420787463185,5.753865798698066,48.022496451739194,6.251009464263916
3,5.442359661451994,5.717463521187483,47.030576341333045,6.2061686515808105
4,7.215300760511771,5.675260956512336,45.30471614305462,5.952751159667969
5,7.006368000197027,5.6067641457491915,42.94700807478819,5.795345783233643
6,7.907899630054477,5.543617848247063,41.65391551864221,5.682327747344971
7,8.828971415199318,5.486606928363321,40.33422014217209,5.885287284851074
8,9.018228972387247,5.432629102723455,39.009548606387355,5.736127853393555
9,9.655163056665211,5.383332425324966,38.40239076587239,5.866583824157715
10,10.421774579774201,5.339817199534092,37.697666576740474,5.689785480499268
11,10.299982370517375,5.296796463282807,36.91658617347358,5.794872283935547
12,10.338448420689007,5.255567374702449,36.320077777274946,5.722226142883301
13,11.098951435189907,5.215236630639757,35.971857309878914,5.623043060302734
14,11.262013826531675,5.18237368870531,35.6204226707433,5.559253692626953
15,11.208090103408253,5.148470436587902,35.10300785265151,5.391428470611572
16,11.58343416974945,5.117861561846708,34.82911068114917,5.661218643188477
17,11.423832850883976,5.086218413552334,34.482241284914835,5.670269966125488
18,11.801517727563349,5.057823563844077,34.210833284759225,5.465394020080566
19,12.378557884724227,5.026350813406722,34.14070908495816,5.379199028015137
20,12.549185943736694,5.003073815444744,33.92751780562372,5.540374279022217
21,12.358489413901419,4.972305024448309,33.543845311704324,5.35662317276001
22,12.641584501894238,4.950300228100303,33.47979978354631,5.864599227905273
23,12.610444801309766,4.924275754676642,33.49902694644199,5.699395179748535
24,13.058972343827596,4.899201554069499,33.25687910588007,5.464635372161865
