,bleu,mean_loss,pp,val_loss
0,6.77232412053423,6.1468918009348394,51.77101714661929,6.578001976013184
1,5.692127321559365,5.801181878236005,48.982411538127764,6.434359073638916
2,5.739087779613007,5.739461576434205,47.73330521826989,6.289846420288086
3,7.0398951013185895,5.675588387642853,45.40057103672344,6.117955684661865
4,7.359907639995722,5.585488048168079,42.74101280205031,5.872189044952393
5,8.248322353856157,5.495838881285316,40.99665835856967,5.729160785675049
6,9.897591724730624,5.418719875305416,39.8570257536503,5.6100382804870605
7,9.899595634618954,5.350061666987793,39.048003176021034,5.518442153930664
8,10.58538775767721,5.287095864819039,38.50647855313502,5.5211334228515625
9,10.899869832695845,5.227101431733189,38.078504884551904,5.505545139312744
10,11.656851881053203,5.167753979389264,37.615447148437624,5.617977142333984
11,12.082808476001471,5.1100758407691105,37.39477027827319,5.601353168487549
12,12.065157584431041,5.057536830913233,37.113036019821834,5.616225242614746
13,12.272818228405857,5.003835477632895,36.93370947749125,5.621389389038086
14,12.198853695521555,4.954454125653729,36.91977908225415,5.560510635375977
15,12.506945540718926,4.905810895487157,36.80218651106962,5.6948747634887695
16,12.91870280985934,4.8598498989521675,37.13147200238698,5.681142807006836
17,13.07983788071223,4.812565767871356,37.586883267582046,5.7081990242004395
18,12.539498884818451,4.766457765424305,37.3923384860925,5.423182964324951
19,13.066188929515407,4.72291633722935,37.890959474309334,5.317048072814941
20,13.577512721852663,4.6821584649315104,38.36322128681569,5.7447123527526855
21,13.027565355363032,4.637005855101538,39.108783723566695,5.2532148361206055
22,13.294289063458983,4.596251271573189,39.7714444652448,5.058551788330078
23,13.274291489773221,4.557751866068621,40.091930717382375,5.048643112182617
24,13.737253796572713,4.511471754629177,41.162586068489766,5.0138630867004395
