,bleu,mean_loss,pp,val_loss
0,6.024889325118394,6.855837621349351,63.75824019927625,6.350831508636475
1,5.237468948430805,6.555034301565524,60.345830917781726,7.645686626434326
2,3.9460430791015813,6.4914285380348415,58.17168567187204,7.300817966461182
3,4.514229383048778,6.4520087190858675,57.5380583534369,7.201269149780273
4,5.128822771228759,6.42346646720653,53.88471823763285,6.930837631225586
5,5.9691573701797385,6.349859450820033,50.5380866177742,6.4472784996032715
6,8.062508422798349,6.302186227520888,48.22893027301178,6.637027740478516
7,8.045150018914097,6.266646966617306,48.13059842174766,6.027677059173584
8,8.423415584264008,6.227931669840471,46.060137505531934,6.821748733520508
9,9.00779573814601,6.19343577424734,44.43070124157911,5.718163013458252
10,9.50344046022592,6.151919226090018,44.439961823958036,8.57943344116211
11,10.085983151553275,6.137708389718773,43.79491399771706,6.436142921447754
12,9.488068386348138,6.090135762639456,41.99667469605411,5.336893558502197
13,10.267981060182455,6.066255309055617,42.25135927598328,6.039497375488281
14,9.942712481505556,6.047683847248853,40.99552017383072,5.1709747314453125
15,10.302121628091436,6.022054307583431,41.83391389276328,6.243783950805664
16,11.010291619211161,5.98406403711021,40.71778363794485,8.254687309265137
17,10.577547305543106,5.962410337075515,38.66577465346479,6.1522746086120605
18,11.071189416530473,5.940052338442597,39.10459276027789,8.040595054626465
19,10.728115054450074,5.905220148170341,38.954069641252,5.470657825469971
20,10.998584599113302,5.898828825077378,38.300357821447705,6.343283176422119
21,11.419322910382656,5.883408183944272,38.515235858899636,6.213626384735107
22,12.086717171632975,5.839385371380492,37.25821394887221,5.9667158126831055
23,12.176989985698095,5.827006003789024,37.77599578791558,6.092767715454102
24,12.45241658552567,5.810806366225228,37.48480346670235,5.251266956329346
