,bleu,mean_loss,pp,val_loss
0,7.299834713880461,6.0000828881520825,45.85564451498968,6.372195243835449
1,9.023995985555295,5.611576203115596,40.755624103634936,6.126654624938965
2,9.719671059385137,5.459621267435141,37.65586612204265,6.03103494644165
3,10.934433718574093,5.352268320156456,36.25196540327624,5.978461742401123
4,11.436188371781206,5.26366660149989,35.05214056841106,5.846478462219238
5,11.721210999531587,5.188655370077475,33.951807770246326,5.964817047119141
6,12.513470494133013,5.1191474213543335,33.0129552648746,5.81552791595459
7,13.277082588788822,5.0541780345577445,32.43199236150526,5.851541519165039
8,14.14420961150022,4.9905575346339495,31.91023391934052,5.8248443603515625
9,14.003695893525506,4.938158673161204,31.284360795032878,5.82973051071167
10,14.465309448965682,4.8849536210804425,30.749196264395366,5.745848655700684
11,15.17951388879857,4.829177582831857,30.587713038298418,5.609921455383301
