100,8.364686584472656
200,7.4299781799316404
300,7.556892395019531
400,4.857954025268555
500,6.559437645806207
600,6.592306518554688
700,6.008813858032227
800,7.199369430541992
900,5.108580589294434
1000,6.164475335015191
1100,6.5916924476623535
1200,6.313011474609375
1300,6.323788642883301
1400,5.270230611165364
1500,6.378354549407959
1600,6.370964050292969
1700,6.542019526163737
1800,5.865986217151988
1900,6.384241104125977
2000,5.472374598185222
2100,6.266939163208008
2200,4.596848011016846
2300,6.270076751708984
2400,5.495439529418945
2500,5.704718017578125
2600,5.534689712524414
2700,6.283316178755327
2800,5.743967819213867
2900,5.355005536760602
3000,7.571432590484619
3100,6.096165657043457
3200,4.485294886997768
3300,5.651029859270368
3400,5.951499938964844
3500,5.439448547363281
3600,5.990440792507595
3700,6.487184312608507
3800,5.742652893066406
3900,5.856942858014788
4000,6.126287187848773
4100,5.7029975891113285
4200,5.358387470245361
4300,5.800405120849609
4400,7.618825912475586
4500,6.412940979003906
4600,6.578662109375
4700,5.201345443725586
4800,6.315487997872489
4900,5.9435239519391745
5000,6.98300838470459
5100,6.36861515045166
5200,4.955306053161621
5300,6.442635345458984
5400,6.262035793728298
5500,5.393707275390625
5600,6.115575790405273
5700,5.2276264190673825
5800,5.975037002563477
5900,6.339310540093316
6000,5.682420518663195
6100,5.245850880940755
6200,7.603117942810059
6300,4.916897667778863
6400,6.872211803089488
6500,4.611603873116629
6600,5.518420028686523
6700,6.922391510009765
6800,6.287171681722005
6900,5.495748996734619
7000,5.506270514594184
7100,5.5547043936593195
7200,6.854132970174153
7300,6.043320973714192
7400,6.377690241887019
7500,7.380544281005859
7600,6.006459808349609
7700,6.1655405217951
7800,8.628950119018555
7900,5.377346038818359
8000,6.042119979858398
8100,6.76942389351981
8200,5.972845894949777
8300,4.761682237897601
8400,6.9516920201918655
8500,6.069692134857178
8600,6.2252852121988935
8700,4.6926523844401045
8800,4.971375942230225
8900,6.27881483598189
9000,5.1245887756347654
9100,5.609844554554332
9200,6.587247675115412
9300,5.784704971313476
9400,5.6103668212890625
9500,6.039130074637277
9600,4.874921586778429
9700,5.994162082672119
9800,6.543519453568892
9900,6.158909724308894
10000,6.372195243835449
0,45.85564451498968
0,7.299834713880461
10100,6.033018493652344
10200,6.130784606933593
10300,5.874100276402065
10400,3.6278978983561196
10500,6.0876341925726996
10600,5.409767659505208
10700,4.500743865966797
10800,6.5745054880778
10900,4.701365788777669
11000,5.690238952636719
11100,5.6805596351623535
11200,6.007517700195312
11300,5.820597171783447
11400,4.366773923238118
11500,5.873804569244385
11600,5.505110422770183
11700,5.724915822347005
11800,5.983092568137429
11900,5.954194641113281
