,bleu,mean_loss,pp,val_loss
0,6.657446253822657,5.95325734142301,45.00599199612275,6.134036064147949
1,8.156094963890906,5.563132910838937,40.70113688924571,5.891448974609375
2,9.352737106055848,5.4156557573586515,37.764975069284425,5.8566460609436035
3,10.183544332508268,5.298877007032404,35.92898521398525,5.7801833152771
4,11.074510407242354,5.197042571872224,34.68877347450361,5.715946674346924
5,11.378712446877913,5.105459794774674,33.83907799092714,5.713626861572266
6,12.444999076372671,5.0216182941330505,33.165539236116295,5.654510021209717
7,13.09522089953085,4.942174671214938,33.012509672087646,5.74241828918457
8,13.711998418993113,4.866460242313599,32.44658925812567,5.763062477111816
9,14.12783759018141,4.793617801806702,32.15240808174707,5.8328728675842285
10,14.348968966975553,4.7188473224544785,31.949920575811973,5.714730262756348
11,14.9122127038246,4.650638180314058,32.143116288861556,5.738749027252197
12,15.347587789162883,4.580831080912948,32.306458590715046,5.567944526672363
13,15.557987953829885,4.515549804951447,32.84812529101985,5.574920654296875
14,16.348249229894872,4.452501696128117,32.84282344649733,5.337489128112793
15,16.279891304752642,4.3900883755519775,33.67100121887496,5.273998737335205
16,16.818497762209972,4.325724467434857,33.994811346924486,5.1940598487854
17,16.59163673181741,4.269550176319491,34.24454241146285,5.052228927612305
18,17.177735226003264,4.208988205719142,34.91398101731563,5.008029937744141
19,17.02856480465515,4.151730563019859,35.51465388150501,4.937532424926758
20,17.154805048885464,4.096897623084081,36.01799205533798,4.875617980957031
21,17.657383957444644,4.042818366819258,37.0294056549968,4.763699531555176
22,18.25817426932478,3.991287335127991,37.03834104417918,4.779257774353027
23,18.208748855081982,3.941835808702642,38.267216832666456,4.599915981292725
24,17.89604542168703,3.8870745558065676,38.59451662822798,4.713185787200928
